# time_s gauge_0_train_simulated gauge_0_train_observed gauge_1_train_simulated gauge_1_train_observed gauge_2_test_simulated gauge_2_test_observed gauge_3_train_simulated gauge_3_train_observed gauge_4_train_simulated gauge_4_train_observed gauge_5_train_simulated gauge_5_train_observed
1.8200000000e+01 3.2735424425e-02 3.2957930000e-02 3.1330361487e-02 3.1059250000e-02 3.3187948223e-02 3.2874900000e-02 -1.7254486850e-03 -2.0864360000e-03 1.2656816654e-04 -1.0539270000e-05 5.3986710213e-03 5.7128560000e-03
1.8400000000e+01 3.5349201850e-02 3.5344200000e-02 2.9803559685e-02 2.9449550000e-02 3.0823439392e-02 3.0467920000e-02 -2.6679110195e-03 -3.0577860000e-03 -9.9792793754e-04 -1.1129130000e-03 4.2624091590e-03 4.6174380000e-03
1.8600000000e+01 3.5666476817e-02 3.5637440000e-02 2.8152245665e-02 2.7736070000e-02 2.8836011445e-02 2.8442790000e-02 -3.7318756639e-03 -4.0592830000e-03 -2.0307832296e-03 -2.1335150000e-03 3.1060848402e-03 3.4305950000e-03
1.8800000000e+01 3.4928795338e-02 3.4863890000e-02 2.6610101516e-02 2.6154710000e-02 2.7122044438e-02 2.6704220000e-02 -4.8880409529e-03 -5.0933750000e-03 -2.9532272171e-03 -3.0786700000e-03 1.8236875807e-03 2.0379230000e-03
1.9000000000e+01 3.3520670034e-02 3.3407470000e-02 2.7530815059e-02 2.7228250000e-02 2.5555105394e-02 2.5104400000e-02 -6.0831982813e-03 -6.1265210000e-03 -3.7815907783e-03 -3.9629260000e-03 6.0135260625e-04 8.0216520000e-04
1.9200000000e+01 3.1686862672e-02 3.1525220000e-02 2.9879062164e-02 2.9627980000e-02 2.3997920413e-02 2.3519970000e-02 -7.2648418925e-03 -7.1300720000e-03 -4.5527605017e-03 -4.8208290000e-03 3.8670538974e-03 4.5514840000e-03
1.9400000000e+01 2.9543627128e-02 2.9333550000e-02 2.8595441353e-02 2.8274200000e-02 2.2233670940e-02 2.1762380000e-02 -8.3965719856e-03 -8.1261100000e-03 -5.3447250093e-03 -5.6805130000e-03 6.5770542352e-03 6.6254620000e-03
1.9600000000e+01 2.7314962963e-02 2.7073280000e-02 2.5879711757e-02 2.5583370000e-02 2.0392425912e-02 1.9947160000e-02 -9.4454761151e-03 -9.1093670000e-03 -6.1422654800e-03 -6.4868780000e-03 4.4382534794e-03 4.3579710000e-03
1.9800000000e+01 2.5536136813e-02 2.5390720000e-02 2.3735680116e-02 2.3485630000e-02 1.9450659424e-02 1.9059840000e-02 -1.0393055746e-02 -1.0031890000e-02 -7.1053431577e-03 -7.4650830000e-03 1.7631740193e-03 1.6017070000e-03
2.0000000000e+01 2.5539120576e-02 2.5458080000e-02 2.1977400656e-02 2.1754350000e-02 1.9000228054e-02 1.8682190000e-02 -1.1249036378e-02 -1.0861420000e-02 -8.6624847698e-03 -8.9034980000e-03 -9.6240246032e-04 -1.1916110000e-03
2.0200000000e+01 2.5157013961e-02 2.4976290000e-02 2.0420431682e-02 2.0185970000e-02 1.8110914545e-02 1.7865060000e-02 -1.1955669295e-02 -1.1587550000e-02 -5.9241583432e-03 -5.0804690000e-03 -3.3540368588e-03 -3.6799590000e-03
2.0400000000e+01 2.3793523908e-02 2.3583080000e-02 1.8701458266e-02 1.8451720000e-02 1.6776776202e-02 1.6581740000e-02 -1.2488240464e-02 -1.2171680000e-02 -1.1142295946e-03 -8.4934780000e-04 -4.9441108853e-03 -5.2882220000e-03
2.0600000000e+01 2.2244086997e-02 2.2075200000e-02 1.7106081675e-02 1.6920550000e-02 1.5412614532e-02 1.5267500000e-02 -1.3056783228e-02 -1.2854230000e-02 -2.3417648478e-03 -2.1160020000e-03 -5.3384139869e-03 -5.7442510000e-03
2.0800000000e+01 2.0904138146e-02 2.0785510000e-02 1.6298158802e-02 1.6237340000e-02 1.4274262838e-02 1.4178170000e-02 -1.4171288254e-02 -1.4187630000e-02 -4.7640164416e-03 -4.5364510000e-03 -6.0293426777e-03 -6.5569510000e-03
2.1000000000e+01 1.9673937096e-02 1.9594010000e-02 1.6375881044e-02 1.6384040000e-02 1.3419690482e-02 1.3359570000e-02 -1.0085202524e-02 -9.7581290000e-03 -6.6061945339e-03 -6.3605130000e-03 -6.9329254363e-03 -7.6383960000e-03
2.1200000000e+01 1.8557079917e-02 1.8492840000e-02 1.6539807735e-02 1.6576960000e-02 1.2834602646e-02 1.2838510000e-02 -5.0070797849e-03 -5.6047690000e-03 -7.2670835625e-03 -6.8398860000e-03 -7.8947017361e-03 -8.6102560000e-03
2.1400000000e+01 1.7517886724e-02 1.7457350000e-02 1.6358922432e-02 1.6395200000e-02 1.2357973716e-02 1.2459730000e-02 -5.6171385141e-03 -6.7747430000e-03 -7.1256197164e-03 -6.7514510000e-03 -7.5110644097e-03 -8.2473780000e-03
2.1600000000e+01 1.6481291871e-02 1.6445650000e-02 1.6006884942e-02 1.6082520000e-02 1.1871727032e-02 1.2063040000e-02 -6.3645261097e-03 -8.0229180000e-03 -7.3035573387e-03 -6.7802280000e-03 -7.5191643488e-03 -8.2659040000e-03
2.1800000000e+01 1.5193623196e-02 1.5170480000e-02 1.5334304828e-02 1.5422730000e-02 1.1700188748e-02 1.1990530000e-02 -6.3811293172e-03 -8.2577840000e-03 -4.9798093045e-03 -4.1362070000e-03 -8.3783492306e-03 -9.0382890000e-03
2.2000000000e+01 1.3555465661e-02 1.3520780000e-02 1.4087008716e-02 1.4145590000e-02 1.1677567675e-02 1.1994760000e-02 -4.5437756957e-03 -6.3573780000e-03 -3.9717411587e-03 -3.5991110000e-03 -9.5055672611e-03 -9.9381110000e-03
2.2200000000e+01 1.1823252649e-02 1.1775940000e-02 1.2753418882e-02 1.2782720000e-02 1.1186486638e-02 1.1450700000e-02 -1.5540874012e-03 -2.5894970000e-03 -4.8065620348e-03 -4.7272380000e-03 -1.0415401750e-02 -1.0662730000e-02
2.2400000000e+01 1.0142168726e-02 1.0085300000e-02 1.1485444195e-02 1.1509670000e-02 1.0271854748e-02 1.0478200000e-02 4.0794175783e-03 4.3655910000e-03 -5.4534746822e-03 -5.7571210000e-03 -1.1245946762e-02 -1.1450930000e-02
2.2600000000e+01 8.5766090752e-03 8.5098640000e-03 1.0308570835e-02 1.0335830000e-02 9.0663434538e-03 9.2002660000e-03 5.8424657127e-03 6.7585920000e-03 -6.2684111129e-03 -7.2672970000e-03 -1.2622682269e-02 -1.2794970000e-02
2.2800000000e+01 7.1227274274e-03 7.0473300000e-03 9.2281039000e-03 9.2542810000e-03 7.7029131126e-03 7.7958640000e-03 3.4547579614e-03 4.8821550000e-03 -7.0618666222e-03 -8.7966700000e-03 -1.4242809488e-02 -1.4262480000e-02
2.3000000000e+01 5.7521709186e-03 5.6653570000e-03 8.2197492540e-03 8.2364140000e-03 6.3662703766e-03 6.4366490000e-03 1.0641534075e-03 3.1345530000e-03 -7.5622942000e-03 -1.0090460000e-02 -1.5914305500e-02 -1.5763100000e-02
2.3200000000e+01 4.4440724019e-03 4.3467810000e-03 7.2707217317e-03 7.2703120000e-03 5.0968908585e-03 5.1580520000e-03 4.8177733398e-04 3.0609880000e-03 -7.6338698670e-03 -1.0923260000e-02 -1.7606647686e-02 -1.7292300000e-02
2.3400000000e+01 3.1879462085e-03 3.0829920000e-03 6.3905176124e-03 6.3769040000e-03 3.8891067784e-03 3.9432620000e-03 1.1265213187e-03 2.8503450000e-03 -6.7674350885e-03 -1.0034150000e-02 -1.9389039727e-02 -1.8917360000e-02
2.3600000000e+01 1.9678880718e-03 1.8580020000e-03 5.5786685565e-03 5.5536550000e-03 2.7836859894e-03 2.8548290000e-03 7.9153028656e-04 1.7053910000e-03 -5.5632340529e-03 -6.4855060000e-03 -2.1226722474e-02 -2.0625580000e-02
2.3800000000e+01 7.7998086077e-04 6.6664990000e-04 4.8383814272e-03 4.7982880000e-03 1.8233085322e-03 1.9089770000e-03 -7.8436954109e-04 -1.0295520000e-03 -6.1934033745e-03 -5.6178340000e-03 -2.3058968340e-02 -2.2338760000e-02
2.4000000000e+01 -3.7341844375e-04 -4.8872400000e-04 4.1670086190e-03 4.1147540000e-03 9.3564647393e-04 1.0287510000e-03 -4.2186655450e-03 -4.9735740000e-03 -7.6508615136e-03 -6.1724250000e-03 -2.4927579477e-02 -2.4093790000e-02
2.4200000000e+01 -1.4998317451e-03 -1.6241730000e-03 3.5538608595e-03 3.4964010000e-03 9.8383599747e-05 1.8715130000e-04 -6.1015250016e-03 -6.9243980000e-03 -9.4391290834e-03 -6.9301860000e-03 -2.6739734204e-02 -2.5914850000e-02
2.4400000000e+01 -2.6232953212e-03 -2.7558760000e-03 2.9846859187e-03 2.9330280000e-03 -6.7375665462e-04 -6.0156120000e-04 -6.9955627957e-03 -7.9296710000e-03 -1.0031667066e-02 -7.2908080000e-03 -2.8550058583e-02 -2.7709570000e-02
2.4600000000e+01 -3.7188797580e-03 -3.8534690000e-03 2.4406168253e-03 2.3951500000e-03 -1.4097694153e-03 -1.3599280000e-03 -6.6432265777e-03 -7.7642290000e-03 -9.8217879494e-03 -7.9077750000e-03 -3.0146500484e-02 -2.9558700000e-02
2.4800000000e+01 -4.7600619048e-03 -4.8937010000e-03 1.9087133944e-03 1.8678080000e-03 -2.1174457180e-03 -2.0906590000e-03 -5.9742108847e-03 -6.9692070000e-03 -1.0384229803e-02 -9.3739860000e-03 -3.0992285807e-02 -3.1350360000e-02
2.5000000000e+01 -5.7349441227e-03 -5.8621770000e-03 1.4055101294e-03 1.3719880000e-03 -2.7623705958e-03 -2.7543230000e-03 -4.5645510703e-03 -5.0249420000e-03 -1.1874250559e-02 -1.1609910000e-02 -2.8873633539e-02 -3.2475530000e-02
2.5200000000e+01 -6.6217412869e-03 -6.7422280000e-03 9.4956423519e-04 9.2499710000e-04 -3.2803133614e-03 -3.2843360000e-03 -2.4422425792e-03 -2.6349850000e-03 -1.3713999755e-02 -1.3953570000e-02 -2.5760391420e-02 -2.9119630000e-02
2.5400000000e+01 -7.4172126802e-03 -7.5242200000e-03 5.4203839584e-04 5.1832380000e-04 -3.6742180747e-03 -3.6844230000e-03 -1.0762307171e-03 -1.2402990000e-03 -1.4627242921e-02 -1.5137180000e-02 -2.4135242969e-02 -2.4737060000e-02
2.5600000000e+01 -8.0719699633e-03 -8.1560650000e-03 1.6424679025e-04 1.3701950000e-04 -3.9824594608e-03 -3.9929240000e-03 -1.4924522082e-03 -1.5055360000e-03 -1.3712387360e-02 -1.4573590000e-02 -2.2927898126e-02 -2.1798350000e-02
2.5800000000e+01 -8.6005707356e-03 -8.6716790000e-03 -1.9289081121e-04 -2.2292140000e-04 -4.2075616383e-03 -4.2182990000e-03 -3.1789381076e-03 -3.2197990000e-03 -1.1143637315e-02 -1.2057980000e-02 -2.0969141787e-02 -1.9504980000e-02
2.6000000000e+01 -9.0749389656e-03 -9.1363020000e-03 -5.2243845573e-04 -5.5211250000e-04 -4.3832204942e-03 -4.3934660000e-03 -5.0237703797e-03 -4.9185360000e-03 -8.5736323780e-03 -9.1747470000e-03 -1.8589559298e-02 -1.7687440000e-02
2.6200000000e+01 -9.4780754451e-03 -9.5270590000e-03 -8.1424886761e-04 -8.4288480000e-04 -4.5240517897e-03 -4.5329890000e-03 -5.8041442733e-03 -5.5688030000e-03 -7.5591996672e-03 -7.8041260000e-03 -1.6522962367e-02 -1.6173410000e-02
2.6400000000e+01 -9.8220880924e-03 -9.8600500000e-03 -1.0707396617e-03 -1.0988070000e-03 -4.6440649503e-03 -4.6523630000e-03 -5.5519351227e-03 -5.3339410000e-03 -8.3067746525e-03 -8.3679650000e-03 -1.4758651254e-02 -1.4362210000e-02
2.6600000000e+01 -1.0116980955e-02 -1.0144190000e-02 -1.2947778661e-03 -1.3184870000e-03 -4.7471328913e-03 -4.7549350000e-03 -5.1174057218e-03 -4.7081550000e-03 -1.0128905977e-02 -1.0000920000e-02 -1.2499847912e-02 -1.1676630000e-02
2.6800000000e+01 -1.0382567022e-02 -1.0405350000e-02 -1.4847669966e-03 -1.5046770000e-03 -4.8331716223e-03 -4.8400040000e-03 -4.7937218068e-03 -4.3106530000e-03 -1.1540128355e-02 -1.1556400000e-02 -9.6959611235e-03 -8.7251540000e-03
2.7000000000e+01 -1.0639855593e-02 -1.0660900000e-02 -1.6405635602e-03 -1.6560440000e-03 -4.9047679079e-03 -4.9109290000e-03 -4.4394530737e-03 -4.1236550000e-03 -1.1906228582e-02 -1.2113470000e-02 -6.5424540711e-03 -5.8302740000e-03
2.7200000000e+01 -1.0896039246e-02 -1.0918020000e-02 -1.7658823548e-03 -1.7781520000e-03 -4.9649785120e-03 -4.9705760000e-03 -4.2205281766e-03 -3.8428310000e-03 -1.1311498870e-02 -1.1317020000e-02 -4.6153982120e-03 -4.6105520000e-03
2.7400000000e+01 -1.1149889617e-02 -1.1173390000e-02 -1.8645333021e-03 -1.8734640000e-03 -5.0175435121e-03 -5.0228360000e-03 -4.3034983953e-03 -3.8005540000e-03 -1.0222819379e-02 -9.9627460000e-03 -4.3269423699e-03 -4.8203360000e-03
2.7600000000e+01 -1.1394067621e-02 -1.1418200000e-02 -1.9438533851e-03 -1.9505500000e-03 -5.0619679585e-03 -5.0662400000e-03 -4.1842459384e-03 -4.0646500000e-03 -8.9190331618e-03 -8.5420400000e-03 -5.0039119630e-03 -5.8176200000e-03
2.7800000000e+01 -1.1620869188e-02 -1.1644360000e-02 -2.0083083592e-03 -2.0128710000e-03 -5.0988763718e-03 -5.1027490000e-03 -3.6254011730e-03 -4.0151410000e-03 -7.7902613901e-03 -7.3023110000e-03 -5.7372221633e-03 -6.9379520000e-03
2.8000000000e+01 -1.1817617789e-02 -1.1837950000e-02 -2.0608990189e-03 -2.0645860000e-03 -5.1301110972e-03 -5.1337930000e-03 -3.0574108550e-03 -3.6209630000e-03 -7.0049222131e-03 -6.5513590000e-03 -6.1232044857e-03 -7.2178440000e-03
2.8200000000e+01 -1.1957930536e-02 -1.1974520000e-02 -2.1047069302e-03 -2.1072320000e-03 -5.1570479319e-03 -5.1598210000e-03 -2.1790414169e-03 -2.7950380000e-03 -6.2212044602e-03 -6.0100550000e-03 -6.0158328420e-03 -6.8052340000e-03
2.8400000000e+01 -1.2086373006e-02 -1.2100200000e-02 -2.1422712527e-03 -2.1444000000e-03 -5.1803474204e-03 -5.1829340000e-03 -1.0989304579e-03 -1.6269890000e-03 -5.1675732842e-03 -5.1205210000e-03 -5.7596577907e-03 -6.1163270000e-03
2.8600000000e+01 -1.2183776722e-02 -1.2193660000e-02 -2.1751685591e-03 -2.1770470000e-03 -5.2006184449e-03 -5.2030470000e-03 -4.8998697056e-04 -8.6572770000e-04 -3.6329620643e-03 -3.3078340000e-03 -5.6519541848e-03 -5.6485320000e-03
2.8800000000e+01 -1.2255841878e-02 -1.2263700000e-02 -2.2039363748e-03 -2.2056200000e-03 -5.2182785159e-03 -5.2205400000e-03 -3.6421817993e-04 -5.7041920000e-04 -2.0359236027e-03 -1.4562760000e-03 -5.5821149854e-03 -5.4982790000e-03
2.9000000000e+01 -1.2311316472e-02 -1.2317150000e-02 -2.2305141219e-03 -2.2320730000e-03 -5.2337275858e-03 -5.2355360000e-03 -8.4677957722e-05 -8.9647430000e-05 -1.1891466769e-03 -7.5353630000e-04 -5.2555085023e-03 -5.1713010000e-03
2.9200000000e+01 -1.2354637767e-02 -1.2359610000e-02 -2.2552948418e-03 -2.2570760000e-03 -5.2473228966e-03 -5.2495380000e-03 2.6662161760e-04 5.2528320000e-04 -9.7223112176e-04 -1.0099110000e-03 -4.5877731609e-03 -4.4412060000e-03
2.9400000000e+01 -1.2394133639e-02 -1.2399190000e-02 -2.2782818503e-03 -2.2800950000e-03 -5.2593725740e-03 -5.2605470000e-03 5.9152594461e-04 1.0243440000e-03 -6.6464619627e-04 -1.1423580000e-03 -3.0955753573e-03 -2.7341300000e-03
2.9600000000e+01 -1.2431648188e-02 -1.2436660000e-02 -2.2994564379e-03 -2.3011090000e-03 -5.2701204135e-03 -5.2715540000e-03 1.0048800510e-03 1.5011720000e-03 -1.6524714650e-04 -9.6547940000e-04 -9.5797570241e-04 -6.3008220000e-04
2.9800000000e+01 -1.2465046950e-02 -1.2469100000e-02 -2.3189046833e-03 -2.3201010000e-03 -5.2797412026e-03 -5.2810000000e-03 1.5865864876e-03 1.8815630000e-03 4.6026640568e-04 -3.7745760000e-04 6.8688703603e-04 8.3380150000e-04
